row_id,Precip_T45,Precip,Temp,SoilTemp_T30,SoilTemp_T15
0,0.002003103601452949,0.026532857876496507,293.4209690941705,295.5228630489773,296.2613539377848
1,0.002003103601452949,0.026532857876496507,293.4209690941705,295.5228630489773,296.2613539377848
2,0.0005823970909091258,0.0068775557095577255,298.7869847191705,301.64497133890785,302.19472524854876
3,0.0016299040193530345,0.014451801043229295,295.0679743025038,297.5197326236301,298.867951160007
4,0.018586605894086006,0.03736850545950432,295.1171713511149,297.259158621894,297.3651137034098
5,0.004780501234051826,0.023907511692719652,300.1022299448649,303.59659351772734,303.6540948232015
6,0.014228209959981086,0.01477166936941643,295.8925728268093,298.06553883022724,298.231693564521
7,0.0003477187032672191,0.0476939074809124,302.3035157521566,305.80411304897734,307.26512455410415
8,0.004780501234051826,0.023907511692719652,300.1022299448649,303.59659351772734,303.6540948232015
9,0.013099685418126228,0.02304142640181084,297.5595487382677,300.0212300194635,300.25582008361823
10,0.0003477187032672191,0.0476939074809124,302.3035157521566,305.80411304897734,307.26512455410415
11,0.018586605894086006,0.03736850545950432,295.1171713511149,297.259158621894,297.3651137034098
12,0.009532123910901191,0.027067809563355638,299.7538032955593,302.54410328335234,302.85543488396536
13,0.0006197244996997142,0.10246069655962486,300.70487208896213,304.22851083543566,302.8301202138265
14,0.006664842473981025,0.0058704756314327255,299.8125923580593,302.8002176496718,302.34751387702096
15,0.0022221804733248973,0.024042635422425462,294.2827909257677,296.14368010626896,296.89122047424314
16,0.0009365827913256908,0.008687420945840074,300.38969739278156,302.52886348300507,302.6068943023681
17,0.006290257083890083,0.01954570339270134,300.4435439639621,303.750418387519,304.2486694759793
18,0.004859224068638923,0.04003348873205681,299.49739596049,302.87042706807455,303.08952234056255
19,0.003548845755574348,0.004910185199456407,300.95175793965666,305.11339581807454,304.21345897250706
20,0.0034417660112353587,0.03308908567972679,301.2669380611844,303.9939405229356,304.6127319759793
21,0.0006603748674365306,0.011424853664117052,302.73390854729547,307.2498867034912,306.2588854047987
22,0.00418736051273072,0.023511990171151353,300.854600821601,303.4114264170328,303.8110772450765
23,0.0003289879436465526,0.025866731267647936,299.6984539031982,303.58942120869955,304.7741089291042
24,0.0008503497714968944,0.0976172678286602,298.8876466115316,302.4725917816162,301.0892510732014
25,0.0001321585054370189,0.029586999874787523,299.3772462209065,302.8333827972412,304.07003449334036
26,0.002003103601452949,0.026532857876496507,293.4209690941705,295.5228630489773,296.2613539377848
27,0.0064496250028582836,0.01635064111300011,300.44989162021216,300.5355258093941,300.7486531999376
28,0.0064496250028582836,0.01635064111300011,300.44989162021216,300.5355258093941,300.7486531999376
29,0.0064496250028582836,0.01635064111300011,300.44989162021216,300.5355258093941,300.7486531999376
30,0.0010586531038256908,0.010415821533875658,299.6897841983371,301.65781856113006,301.6632094065349
31,0.0010586531038256908,0.010415821533875658,299.6897841983371,301.65781856113006,301.6632094065349
32,0.003121897685048225,0.03232130334921379,293.88978419833717,295.4969081878662,296.2069811079237
33,0.003121897685048225,0.03232130334921379,293.88978419833717,295.4969081878662,296.2069811079237
34,0.10260279487323487,0.11074054167814751,292.50138901604544,292.24055510626897,292.6292847103542
35,0.0010586531038256908,0.010415821533875658,299.6897841983371,301.65781856113006,301.6632094065349
36,0.01599034677695954,0.024806856375413133,295.73804808722605,296.9421393076579,297.0416273752848
37,0.01599034677695954,0.024806856375413133,295.73804808722605,296.9421393076579,297.0416273752848
38,0.01599034677695954,0.024806856375413133,295.73804808722605,296.9421393076579,297.0416273752848
39,0.0003477187032672191,0.0476939074809124,302.3035157521566,305.80411304897734,307.26512455410415
40,0.005912691461560371,0.027189879875855638,300.0607965681287,303.1526210784913,303.2856866200765
41,0.014228209959981086,0.01477166936941643,295.8925728268093,298.06553883022724,298.231693564521
42,0.004870176422116401,0.015004708629327013,298.19373927646217,302.45162823994946,302.6649617936876
43,0.015339031922337654,0.012251510482506944,295.7618870629205,298.6579921722412,298.7217706044514
44,0.0007127971525164867,0.04340867624826927,301.8604276445177,305.5275288475884,306.5777601877848
45,0.016458615767476203,0.03376610503740807,296.05602768792045,298.2238504621718,298.2126234690349
46,0.012129545318600776,0.017573490005212022,297.17728419833713,299.8509392208523,300.03017989264595
47,0.0007512868518801952,0.049129455548005296,298.83180351257323,301.92121916876897,301.83618032667374
48,0.002007722961423042,0.01944635735102196,301.2833063337538,305.708279715644,305.5209459516737
49,0.000685572731015327,0.009240075212197496,299.094298087226,300.7972391340467,301.6563680436876
50,0.0025203974122973705,0.016302838187890245,301.5035049014621,305.8496479882134,305.51084395514596
51,0.0009325594778033519,0.02810026631899376,300.90617959764273,305.2288960350885,306.9950670454237
52,0.0023217202300997997,0.007831691961960985,298.66324882507325,300.69447220696344,301.0799086252848
53,0.0010686517829867626,0.013916089397149278,303.744808069865,308.6781202104356,307.971195517646
54,0.003619551765439155,0.03462885246820946,300.58629570007326,303.2720546722412,303.76588952806264
55,0.004929900276181343,0.020307584863381578,298.9145834604899,302.4868441687689,302.55332984924314
56,0.009016201006886604,0.040487437706666185,300.9836752573649,304.03013843960235,304.24703644646536
57,0.0034619570846530223,0.027266114216523363,300.53414726257324,303.48679534064394,304.11203753153484
58,0.0004720390911074901,0.048956333857255174,301.86450208028157,305.71313540140795,307.0157430436876
59,0.020640507447239997,0.0206858508402874,292.04990789625384,293.38701777988007,293.59680858188204
60,0.018835306274411323,0.05519823656626244,300.32634561326773,303.3057352277968,303.51153839959045
61,0.0028688014621707225,0.014066024881081773,302.300938712226,306.6344298892551,305.4590915679931
62,0.0003697277183505321,0.06663361118383904,301.1143881479899,304.9607862260607,304.54609786139594
63,0.0015854985589953685,0.004459648590760423,302.26995997958716,304.3435661739773,304.04418813917374
64,0.0009725392932864452,0.04654177949972649,297.97124036153156,301.02584156460233,300.91241188049315
65,0.004491105782506111,0.02698230670042534,300.7328668806288,303.8528489430745,304.19463301764597
66,0.0040764958734484935,0.01941971407480736,300.3427464379205,303.2797044118245,303.7384643978543
67,0.01155743013572419,0.02886006162710686,299.1661025577121,302.1206495073106,302.5779392242432
68,0.0007521064157458568,0.0011285238081981674,300.71306436326773,301.42339473300507,301.33505185445154
69,0.0064496250028582836,0.01635064111300011,300.44989162021216,300.5355258093941,300.7486531999376
70,0.0032156408901187206,0.02586403415747185,301.2419706132677,299.50760697258846,299.7972426096598
71,0.0012670309419604564,0.024174704414086534,295.70579439798985,298.51397090488007,299.62188453674315
72,0.0064496250028582836,0.01635064111300011,300.44989162021216,300.5355258093941,300.7486531999376
73,0.0064496250028582836,0.01635064111300011,300.44989162021216,300.5355258093941,300.7486531999376
74,0.0035531968946429515,0.02524694727011223,294.35021171569826,295.8014546288385,296.4904555002848
75,0.0013309569234820628,0.03475087807722588,301.10844196743443,306.5615132225885,307.3255086686876
76,0.016406267988202217,0.030927389126496507,297.04366332160106,299.29918140835235,299.3379327138265
77,0.00023144494247162584,0.06353776083536644,302.33879135979544,305.98155988057454,306.7482354482015
78,0.016196325528142097,0.026974841218667223,294.19326727125383,295.4924268510606,295.57687043084036
79,0.015107080447194221,0.029620944719987108,295.40615247090665,297.06702537536614,297.1234795888265
80,0.018680751430508735,0.03603757844515343,294.78711492750375,296.28973045349113,296.38251821729875
81,0.017422899710652473,0.024277731042580797,298.8336806827121,300.2271490732828,300.8349107954237
82,0.0014268309946032787,0.03369067535944481,300.8270237816705,304.6870449066162,306.5950995975071
83,0.007487669693944099,0.010645388823228075,294.8177627139621,296.6462734222412,296.6012302398682
84,0.004002869235989692,0.005203514557557298,296.3779243893093,296.21271222432455,296.7748467763265
85,0.0003701002473803783,0.03799214885778923,298.06585299173986,301.68474455939395,302.2455173492432
86,0.00338666151714051,0.0378202639634182,299.0225587209066,302.9156364864773,303.15738258361813
87,0.001220315801617744,0.005819841485696031,298.7768501705593,300.2171230316162,300.5518921322292
88,0.001006692754742744,0.04560100958891411,297.5073948754204,299.39969681633846,299.56764734056264
89,0.00019882630061829332,0.08567064927168389,302.0360841115315,305.44445593092183,305.1043389638265
90,0.0002906621570559764,0.04138599262781639,298.3215875837538,300.7877610524495,301.1798055436876
91,0.0005543680067034984,0.010819240670876695,301.75443263583713,307.89762975904677,307.3731377919515
92,0.0023857207174273753,0.025400146108346178,301.06008584764265,299.16652081807456,299.4991631825765
93,0.0064496250028582836,0.01635064111300011,300.44989162021216,300.5355258093941,300.7486531999376
94,0.0064496250028582836,0.01635064111300011,300.44989162021216,300.5355258093941,300.7486531999376
