row_id,X,Y,Presence,Week,WeekStart,ObsDate,Source
0,38.14277778,4.888333333,1,1,18-02-2020,22-02-2020,fao_hopper
1,38.05916667,4.888333333,1,1,18-02-2020,22-02-2020,fao_hopper
2,37.66361111,5.114722222,1,1,18-02-2020,21-02-2020,fao_hopper
3,38.92833333,4.137777778,1,1,18-02-2020,24-02-2020,fao_hopper
4,37.31666667,0.866666667,1,1,18-02-2020,18-02-2020,fao_band
5,37.8,1.583333333,1,1,18-02-2020,21-02-2020,fao_band
6,37.55,0.4,1,1,18-02-2020,21-02-2020,fao_band
7,36.95,3.216666667,1,1,18-02-2020,21-02-2020,fao_band
8,37.8,1.583333333,1,1,18-02-2020,23-02-2020,fao_band
9,37.61666667,0.9,1,1,18-02-2020,23-02-2020,fao_band
10,36.95,3.216666667,1,1,18-02-2020,20-02-2020,fao_band
11,37.33333333,0.866666667,1,1,18-02-2020,20-02-2020,fao_band
12,37.95,1.383333333,1,1,18-02-2020,24-02-2020,fao_band
13,37.54919588310734,3.424005521208839,0,1,18-02-2020,,synthetic_background
14,36.08542267943429,1.0291299373506184,0,1,18-02-2020,,synthetic_background
15,38.05583094509194,5.003381175816459,0,1,18-02-2020,,synthetic_background
16,36.920898659016714,5.361678478100384,0,1,18-02-2020,,synthetic_background
17,38.16463158530492,1.1396337252287807,0,1,18-02-2020,,synthetic_background
18,37.662682773374364,2.1127917241596847,0,1,18-02-2020,,synthetic_background
19,36.54567720798023,4.713610571186153,0,1,18-02-2020,,synthetic_background
20,38.896449667235906,1.3941219708885642,0,1,18-02-2020,,synthetic_background
21,36.25068430099003,3.6212905337473114,0,1,18-02-2020,,synthetic_background
22,38.186978271862856,1.6574329709835767,0,1,18-02-2020,,synthetic_background
23,38.05591898634054,3.1072048451822845,0,1,18-02-2020,,synthetic_background
24,37.56199619,3.4727372128525014,0,1,18-02-2020,,synthetic_background
25,38.20445717480815,3.251770633377561,0,1,18-02-2020,,synthetic_background
26,38.09222222,4.892777778,1,2,25-02-2020,25-02-2020,fao_hopper
27,36.82805556,5.466666667,1,2,25-02-2020,29-02-2020,fao_hopper
28,36.83194444,5.493333333,1,2,25-02-2020,29-02-2020,fao_hopper
29,36.82944444,5.516666667,1,2,25-02-2020,29-02-2020,fao_hopper
30,36.94277778,5.311944444,1,2,25-02-2020,29-02-2020,fao_hopper
31,36.92972222,5.314444444,1,2,25-02-2020,02-03-2020,fao_hopper
32,38.01527778,4.989166667,1,2,25-02-2020,02-03-2020,fao_hopper
33,38.02305556,4.962222222,1,2,25-02-2020,02-03-2020,fao_hopper
34,36.58277778,5.763888889,1,2,25-02-2020,02-03-2020,fao_hopper
35,36.93027778,5.3125,1,2,25-02-2020,02-03-2020,fao_hopper
36,37.25,0.6,1,2,25-02-2020,29-02-2020,fao_band
37,37.23333333,0.583333333,1,2,25-02-2020,29-02-2020,fao_band
38,37.21666667,0.566666667,1,2,25-02-2020,29-02-2020,fao_band
39,36.95,3.216666667,1,2,25-02-2020,29-02-2020,fao_band
40,37.85,1.55,1,2,25-02-2020,25-02-2020,fao_band
41,37.55,0.4,1,2,25-02-2020,25-02-2020,fao_band
42,37.21666667,1.883333333,1,2,25-02-2020,25-02-2020,fao_band
43,37.38888889,0.405555556,1,2,25-02-2020,28-02-2020,fao_band
44,37.33972222,3.0475,1,2,25-02-2020,28-02-2020,fao_band
45,37.23333333,0.8,1,2,25-02-2020,01-03-2020,fao_band
46,37.48333333,0.566666667,1,2,25-02-2020,02-03-2020,fao_band
47,37.79304475480819,4.055921426233704,0,2,25-02-2020,,synthetic_background
48,36.89784522302911,4.384441607454206,0,2,25-02-2020,,synthetic_background
49,37.736218173182905,4.8541060177241455,0,2,25-02-2020,,synthetic_background
50,36.501745512446746,1.872869811,0,2,25-02-2020,,synthetic_background
51,37.07379466190569,2.950483794427236,0,2,25-02-2020,,synthetic_background
52,37.470594718760864,5.366459325520951,0,2,25-02-2020,,synthetic_background
53,36.547231576103485,2.1669725107676148,0,2,25-02-2020,,synthetic_background
54,38.431774381066695,2.0006809776573826,0,2,25-02-2020,,synthetic_background
55,37.55685148868673,1.5697213432560209,0,2,25-02-2020,,synthetic_background
56,37.548649311900746,2.4071918493571673,0,2,25-02-2020,,synthetic_background
57,38.55122466012175,1.053017749176757,0,2,25-02-2020,,synthetic_background
58,37.559457424593376,3.0345861117352655,0,2,25-02-2020,,synthetic_background
59,37.04568107887023,0.42505658040612215,0,2,25-02-2020,,synthetic_background
60,37.72794602278572,2.4102762090271304,0,2,25-02-2020,,synthetic_background
61,36.396170664283154,4.289186506359407,0,2,25-02-2020,,synthetic_background
62,37.03998874431035,3.686468943939274,0,2,25-02-2020,,synthetic_background
63,36.816639529071225,4.916349108657474,0,2,25-02-2020,,synthetic_background
64,37.79854754,4.3227286322276965,0,2,25-02-2020,,synthetic_background
65,38.87962548173718,0.5571432064049044,0,2,25-02-2020,,synthetic_background
66,38.09311155,1.927490901634049,0,2,25-02-2020,,synthetic_background
67,37.86762719061612,1.309691869,0,2,25-02-2020,,synthetic_background
68,36.86444444,5.649722222,1,3,03-03-2020,03-03-2020,fao_hopper
69,36.84111111,5.471111111,1,3,03-03-2020,03-03-2020,fao_hopper
70,37.04277778,5.165,1,3,03-03-2020,04-03-2020,fao_hopper
71,38.13972222,4.73,1,3,03-03-2020,06-03-2020,fao_hopper
72,36.81111111,5.469444444,1,3,03-03-2020,09-03-2020,fao_hopper
73,36.83166667,5.476111111,1,3,03-03-2020,09-03-2020,fao_hopper
74,37.95361111,5.068888889,1,3,03-03-2020,05-03-2020,fao_band
75,36.75,2.4,1,3,03-03-2020,03-03-2020,fao_band
76,37.3,0.683333333,1,3,03-03-2020,06-03-2020,fao_band
77,37.06666667,3.316666667,1,3,03-03-2020,07-03-2020,fao_band
78,37.13333333,0.583333333,1,3,03-03-2020,09-03-2020,fao_band
79,37.11666667,0.7,1,3,03-03-2020,09-03-2020,fao_band
