row_id,Precip_T45,Precip,Temp,SoilTemp_T30,SoilTemp_T15
0,0.016458616,0.033766105,296.0560277,298.2238505,298.2126235
1,0.000969082,0.029031529,303.006695,305.440566,305.9915406
2,0.046519399,0.019002556,290.2357749,290.9553663,291.2072361
3,0.087074861,0.064158931,289.6151531,292.3423238,292.5082181
4,0.087074861,0.064158931,289.6151531,292.3423238,292.5082181
5,0.01628691,0.017420351,292.2283476,293.6917324,293.7191393
6,0.020640507,0.020685851,292.0499079,293.3870178,293.5968086
7,0.088069394,0.037156134,290.3997831,290.8918463,290.8079739
8,0.088069394,0.037156134,290.3997831,290.8918463,290.8079739
9,0.002385721,0.025400146,301.0600858,299.1665208,299.4991632
10,0.002385721,0.025400146,301.0600858,299.1665208,299.4991632
11,0.003829882,0.02279441,299.4333063,298.010949,298.53439
12,0.003829882,0.02279441,299.4333063,298.010949,298.53439
13,0.006387249,0.03138788,296.7773493,298.0413364,298.8544258
14,0.001167014,0.03146927,296.8559951,299.7385206,300.3552775
15,0.001261562,0.007847979,296.3487794,299.4124138,299.7406996
16,0.002336592,0.017505377,300.52232,299.2614752,299.9451539
17,0.018586606,0.037368505,295.1171714,297.2591586,297.3651137
18,0.017831937,0.019559561,292.8456219,294.0917053,294.1929132
19,0.011484608,0.014692261,292.5022842,293.3535054,293.2498251
20,0.003292203,0.060948997,295.9967612,299.9850104,299.4386814
21,0.041123286,0.063522189,292.4138619,293.4890252,293.2293878
22,0.034546599,0.014371424,290.5053061,291.7524149,291.9614733
23,0.030227721,0.0427116,292.8670032,294.3233568,294.0959351
24,0.001075521,0.027364983,303.1172744,303.8705736,304.3568346
25,0.003980741,0.014166742,294.3633356,295.1829759,295.8070354
26,0.001261562,0.007847979,296.3487794,299.4124138,299.7406996
27,0.001261562,0.007847979,296.3487794,299.4124138,299.7406996
28,0.002003104,0.026532858,293.4209691,295.522863,296.2613539
29,0.001261562,0.007847979,296.3487794,299.4124138,299.7406996
30,0.000464723,0.005534469,295.874501,300.7328131,300.8836792
31,0.002003104,0.026532858,293.4209691,295.522863,296.2613539
32,0.000582397,0.006877556,298.7869847,301.6449713,302.1947252
33,0.001629904,0.014451801,295.0679743,297.5197326,298.8679512
34,0.00231944,0.008998006,302.7303332,305.9536248,304.8394735
35,0.008191601,0.022986843,299.3107749,302.1206224,302.4022828
36,0.014887616,0.016104474,291.8632597,292.9474127,292.9402765
37,0.0055473,0.02053365,294.4899958,297.2138081,296.9984308
38,0.007761002,0.025829717,299.4007434,302.1085239,302.337222
39,0.001036808,0.039337441,300.1456219,303.2036844,302.8189331
40,0.010056481,0.012060492,299.8396594,300.5582417,300.9355727
41,0.001024678,0.006898566,296.7658096,299.6696621,300.5157322
42,0.000684366,0.004029646,302.6639378,306.824138,305.7001777
43,0.000474379,0.024572342,300.4121258,304.2989481,305.49434
44,0.003181219,0.033250286,300.1789552,302.8033752,303.5181465
45,0.001068652,0.013916089,303.7448081,308.6781202,307.9711955
46,0.002555892,0.043502688,300.6990561,303.7176927,304.0073229
47,0.000696987,0.087441801,301.4200359,305.1859002,304.4652439
48,0.004578963,0.00671792,299.5865236,302.6300191,302.2988594
49,0.029859036,0.026011585,291.395432,293.3085456,293.4941556
50,0.000870645,0.003953948,302.5914878,309.2788689,307.8868802
51,0.001687616,0.014871313,295.1388456,297.4643941,299.0598403
52,0.001831263,0.001625567,302.6382543,308.2234761,306.0777982
53,0.001768351,0.026078149,294.8455785,298.1124898,299.2398316
54,0.003091097,0.042632862,300.7400066,303.5271165,304.1566447
55,0.001958132,0.009805872,302.8654352,306.9948357,305.6029718
56,0.004210577,0.021021499,299.0255698,303.7405497,303.715054
57,0.001698464,0.033158018,295.5442276,298.7106669,299.4226821
58,0.000936151,0.008391126,295.9418187,299.1193637,300.4228448
59,0.001242071,0.024259373,300.8784289,305.2354661,306.40786
60,0.001036808,0.039337441,300.1456219,303.2036844,302.8189331
61,0.005485982,0.006920933,301.3003311,302.8567932,302.8107897
62,0.000297144,0.014865651,300.2480253,303.1513841,303.6686944
63,0.000913173,0.00737372,302.6356392,305.9577046,305.4465373
64,0.005161136,0.006143525,299.6889487,303.5989318,302.2038019
65,0.015512109,0.024881407,293.5664769,294.8783481,294.8672187
66,0.002530187,0.009068086,294.3526965,295.6192335,296.8101875
67,0.017654106,0.046571209,299.3538141,300.7629564,300.6776517
68,0.004780501,0.023907512,300.1022299,303.5965935,303.6540948
69,0.002003104,0.026532858,293.4209691,295.522863,296.2613539
70,0.001927152,0.019884541,294.1011774,297.1760911,298.6453926
71,0.014682725,0.088652997,295.9679743,297.216944,297.3117554
72,0.001927152,0.019884541,294.1011774,297.1760911,298.6453926
73,0.001927152,0.019884541,294.1011774,297.1760911,298.6453926
74,0.010383472,0.019657,297.6378636,299.8465881,299.9948229
75,0.008644939,0.015719175,298.0656848,300.647288,300.8452841
76,0.00764218,0.039384498,294.6074708,297.7166076,297.6618965
77,0.000692591,0.006877794,296.1296279,299.457965,300.6553644
78,0.003856272,0.007047801,293.8538358,295.1577318,295.864658
79,0.00314416,0.005707353,294.9070748,295.9915751,296.5648696
80,0.001815975,0.017361074,295.6655058,297.3276374,298.6936944
81,0.001768351,0.026078149,294.8455785,298.1124898,299.2398316
82,0.003121898,0.032321303,293.8897842,295.4969082,296.2069811
83,0.003121898,0.032321303,293.8897842,295.4969082,296.2069811
84,0.003121898,0.032321303,293.8897842,295.4969082,296.2069811
